Shipment_ID,Origin,Destination,Distance_Miles,Weight_Lbs,Transport_Mode,Carrier,Lead_Time_Days,Fuel_Surcharge_Rate,Is_Urgent,Actual_Price_USD
SHP100579,Houston,Los Angeles,2227.0,3453.0,LTL,UPS,11,0.35,0,3642.0
SHP100580,New York,Los Angeles,2571.0,4648.0,Truckload,UPS,11,0.45,0,6018.16
SHP100581,Chicago,Atlanta,1846.0,5058.0,Truckload,USPS,2,0.22,1,5029.2
SHP100582,Miami,Los Angeles,1999.0,6272.0,Air Freight,UPS,1,0.27,0,7827.03
SHP100583,Atlanta,Miami,1515.0,12922.0,LTL,UPS,9,0.29,1,3684.04
SHP100584,Houston,New York,1993.0,10200.0,LTL,DHL Express,12,0.19,0,3834.8
SHP100585,Chicago,Los Angeles,2414.0,4059.0,Truckload,DHL Express,12,0.17,1,5967.73
SHP100586,Atlanta,Miami,1528.0,2785.0,Truckload,UPS,2,0.4,1,4208.73
SHP100587,Chicago,Atlanta,1890.0,4541.0,Truckload,USPS,13,0.44,1,5029.13
SHP100588,Los Angeles,Miami,2123.0,13969.0,Truckload,FedEx,8,0.27,0,6068.61
SHP100589,Chicago,Atlanta,1905.0,,LTL,USPS,9,0.18,0,4079.08
SHP100590,Miami,Atlanta,1682.0,11416.0,Air Freight,FedEx,4,0.17,0,7746.73
SHP100591,Chicago,Miami,1730.0,8643.0,LTL,USPS,8,0.42,0,3393.51
SHP100592,Chicago,New York,2015.0,1024.0,LTL,DHL Express,9,0.29,0,3206.22
SHP100593,Miami,New York,1739.0,273.0,Truckload,UPS,10,0.25,0,3792.37
SHP100594,Houston,Miami,1602.0,4663.0,LTL,UPS,10,0.29,0,2919.04
SHP100595,Chicago,Miami,1623.0,6827.0,LTL,DHL Express,5,0.25,0,3053.82
SHP100596,Miami,Los Angeles,2015.0,8477.0,Air Freight,FedEx,13,0.3,0,8219.47
SHP100597,Atlanta,New York,-999.0,11740.0,LTL,FedEx,7,0.41,0,3831.2
SHP100598,Los Angeles,Houston,2375.0,4261.0,Truckload,FedEx,10,0.33,1,6001.58
SHP100599,Los Angeles,New York,2435.0,11476.0,LTL,DHL Express,4,0.36,0,4694.24
SHP100600,Chicago,Houston,1945.0,275.0,Truckload,FedEx,1,0.26,0,4313.45
SHP100601,Houston,Miami,1635.0,10519.0,LTL,DHL Express,3,0.37,0,3464.48
SHP100602,Houston,Miami,1644.0,8233.0,LTL,USPS,5,0.35,1,3506.7
SHP100603,Atlanta,Chicago,1898.0,4327.0,Air Freight,USPS,3,0.19,0,7245.51
SHP100604,Chicago,Houston,1801.0,1391.0,Truckload,DHL Express,12,0.32,0,3944.69
SHP100605,Los Angeles,Atlanta,2429.0,4086.0,LTL,UPS,13,0.23,0,4020.35
SHP100606,Houston,Chicago,1803.0,8451.0,LTL,USPS,11,0.39,0,3446.88
SHP100607,Chicago,Houston,1746.0,3777.0,Air Freight,FedEx,7,0.28,0,6642.31
SHP100608,Houston,Los Angeles,2456.0,13753.0,Truckload,DHL Express,12,0.45,1,7208.06
SHP100609,Miami,Chicago,1679.0,3978.0,Truckload,FedEx,9,0.18,1,4594.01
SHP100610,Houston,Miami,1646.0,14481.0,Truckload,FedEx,12,0.38,0,5129.73
SHP100611,Los Angeles,Houston,2395.0,13231.0,LTL,UPS,6,0.35,0,4691.15
SHP100612,New York,Miami,1679.0,14219.0,LTL,FedEx,13,0.38,0,3688.16
SHP100613,Atlanta,Chicago,1935.0,2853.0,Truckload,UPS,10,0.24,0,4375.84
SHP100614,Atlanta,Miami,1639.0,9351.0,LTL,USPS,1,0.3,0,3333.88
SHP100615,Los Angeles,New York,2575.0,6608.0,LTL,DHL Express,7,0.39,0,4536.66
SHP100616,Houston,Atlanta,1735.0,10268.0,Air Freight,FedEx,3,0.22,1,8625.63
SHP100617,Chicago,Houston,1755.0,443.0,Truckload,DHL Express,5,0.22,1,4343.24
SHP100618,Houston,Atlanta,1896.0,6889.0,Truckload,FedEx,10,0.32,0,4900.3
SHP100619,Los Angeles,Miami,2109.0,9085.0,Truckload,DHL Express,4,0.31,0,5578.03
SHP100620,Atlanta,Los Angeles,2308.0,9766.0,Truckload,FedEx,10,0.23,0,6005.88
SHP100621,Houston,Miami,1631.0,8845.0,LTL,FedEx,5,0.24,0,3230.15
SHP100622,Atlanta,New York,1871.0,631.0,LTL,FedEx,5,0.23,0,2943.21
SHP100623,Chicago,New York,1900.0,14380.0,LTL,FedEx,6,0.38,0,4125.59
SHP100624,Atlanta,Los Angeles,2360.0,10181.0,LTL,FedEx,10,0.35,1,4730.45
SHP100625,Atlanta,New York,2025.0,182.0,Truckload,FedEx,12,0.4,0,4365.65
SHP100626,New York,Los Angeles,2528.0,2888.0,LTL,FedEx,10,0.44,0,4082.01
SHP100627,New York,Houston,1953.0,3435.0,LTL,FedEx,13,0.29,0,3286.84
SHP100628,Miami,Atlanta,1667.0,3820.0,LTL,FedEx,13,0.17,0,2793.78
SHP100629,New York,Los Angeles,2418.0,2318.0,LTL,DHL Express,11,0.16,0,3816.22
SHP100630,Atlanta,Houston,1870.0,1025.0,LTL,UPS,6,0.24,0,3047.54
SHP100631,Los Angeles,New York,2542.0,7655.0,LTL,FedEx,8,0.43,0,4546.68
SHP100632,Atlanta,Miami,1722.0,7263.0,LTL,UPS,8,0.31,0,3310.65
SHP100633,Los Angeles,Miami,2107.0,10055.0,LTL,FedEx,11,0.23,0,4001.65
SHP100634,Los Angeles,Atlanta,2454.0,11505.0,LTL,FedEx,9,0.27,1,5002.14
SHP100635,New York,Los Angeles,2512.0,9785.0,Truckload,DHL Express,8,0.33,0,6486.78
SHP100636,Houston,Miami,1498.0,2885.0,LTL,USPS,13,0.35,0,2628.11
SHP100637,Chicago,Houston,1808.0,2788.0,LTL,USPS,11,0.2,0,2891.82
SHP100638,New York,Chicago,1901.0,9599.0,Truckload,DHL Express,2,0.44,0,5194.12
SHP100639,New York,Chicago,1979.0,4184.0,LTL,UPS,12,0.31,0,3415.19
SHP100640,Houston,Chicago,1882.0,9558.0,Air Freight,USPS,10,0.19,1,8746.93
SHP100641,Chicago,Los Angeles,2222.0,6883.0,Truckload,DHL Express,12,0.42,1,5984.93
SHP100642,Atlanta,Houston,1955.0,8403.0,LTL,DHL Express,11,0.17,0,3579.55
SHP100643,Miami,Atlanta,1540.0,1959.0,Truckload,USPS,1,0.42,0,3641.23
SHP100644,Miami,Los Angeles,-999.0,9369.0,LTL,UPS,10,0.45,0,4001.16
SHP100645,Atlanta,Los Angeles,2243.0,14546.0,Truckload,DHL Express,2,0.36,0,6573.34
SHP100646,New York,Los Angeles,2364.0,12112.0,LTL,FedEx,2,0.38,0,4611.75
SHP100647,Chicago,New York,2079.0,9900.0,Air Freight,UPS,12,0.25,0,8679.8
SHP100648,New York,Los Angeles,2460.0,11367.0,LTL,UPS,3,0.43,0,4723.82
SHP100649,Los Angeles,Atlanta,2443.0,2013.0,Truckload,USPS,10,0.31,0,5454.85
SHP100650,New York,Atlanta,1969.0,5203.0,Truckload,USPS,7,0.37,0,4886.97
SHP100651,New York,Miami,1796.0,10531.0,LTL,FedEx,2,0.43,1,4070.99
SHP100652,Atlanta,Miami,1559.0,1016.0,LTL,DHL Express,1,0.44,0,2546.44
SHP100653,Atlanta,Houston,1976.0,939.0,Truckload,USPS,6,0.4,0,4383.04
SHP100654,Atlanta,Houston,1905.0,,Air Freight,USPS,9,0.24,0,8999.8
SHP100655,Miami,Houston,1681.0,3111.0,LTL,UPS,3,0.44,0,2885.6
SHP100656,Los Angeles,New York,2570.0,6511.0,Truckload,USPS,6,0.34,0,6209.3
SHP100657,Atlanta,Houston,1876.0,6216.0,Air Freight,USPS,3,0.43,0,7582.6
SHP100658,Chicago,Houston,1796.0,11871.0,Air Freight,USPS,13,0.35,1,8964.87
SHP100659,Miami,Chicago,1699.0,7017.0,LTL,USPS,1,0.24,0,3137.91
SHP100660,Houston,Atlanta,-999.0,11431.0,Truckload,UPS,13,0.26,0,5223.2
SHP100661,Chicago,New York,-999.0,10990.0,LTL,FedEx,12,0.32,0,3809.58
SHP100662,Chicago,Los Angeles,2325.0,9908.0,Air Freight,FedEx,5,0.39,0,9638.99
SHP100663,Atlanta,Chicago,1933.0,11308.0,LTL,DHL Express,10,0.25,0,3892.45
SHP100664,Houston,New York,1982.0,8151.0,LTL,USPS,13,0.32,1,4097.34
SHP100665,Houston,Los Angeles,2276.0,7429.0,Truckload,UPS,11,0.25,0,5716.23
SHP100666,Miami,New York,1748.0,9683.0,LTL,DHL Express,4,0.39,0,3577.84
SHP100667,Houston,New York,1970.0,7330.0,Air Freight,DHL Express,7,0.29,0,8019.95
SHP100668,Los Angeles,Miami,-999.0,,Air Freight,FedEx,6,0.17,0,7129.47
SHP100669,Atlanta,Houston,1925.0,4273.0,Truckload,UPS,10,0.2,1,5073.77
SHP100670,Houston,Atlanta,1926.0,11165.0,LTL,UPS,7,0.17,1,4224.18
SHP100671,Miami,Los Angeles,2098.0,12495.0,Truckload,UPS,5,0.3,0,5950.32
SHP100672,Los Angeles,Houston,2300.0,12098.0,LTL,FedEx,4,0.18,0,4454.93
SHP100673,New York,Atlanta,1941.0,9068.0,LTL,FedEx,7,0.18,0,3709.11
SHP100674,New York,Miami,1672.0,14228.0,Air Freight,FedEx,7,0.43,0,8278.43
SHP100675,Los Angeles,Atlanta,2238.0,4657.0,LTL,FedEx,6,0.41,1,4131.23
SHP100676,Miami,Atlanta,-999.0,4035.0,LTL,FedEx,8,0.29,0,3012.42
SHP100677,Los Angeles,Houston,2221.0,10334.0,Air Freight,USPS,4,0.45,0,9390.26
SHP100678,Atlanta,Chicago,1806.0,3229.0,LTL,USPS,10,0.15,0,3099.21
SHP100679,Atlanta,Los Angeles,2250.0,14604.0,LTL,UPS,5,0.33,1,4898.67
SHP100680,New York,Houston,1979.0,4588.0,Air Freight,DHL Express,4,0.33,0,7526.64
SHP100681,Houston,New York,1886.0,12143.0,LTL,UPS,12,0.29,0,3855.61
SHP100682,Miami,New York,1782.0,2412.0,Truckload,DHL Express,1,0.27,0,4217.39
SHP100683,New York,Los Angeles,2537.0,2274.0,Air Freight,FedEx,12,0.29,1,9606.83
SHP100684,Houston,New York,2025.0,6421.0,Air Freight,DHL Express,8,0.27,0,7964.62
SHP100685,Houston,Miami,1513.0,1776.0,Truckload,UPS,1,0.37,0,3526.18
SHP100686,Atlanta,Houston,1828.0,10248.0,LTL,UPS,5,0.19,0,3581.38
SHP100687,Chicago,New York,1999.0,5841.0,LTL,DHL Express,6,0.21,0,3542.34
SHP100688,Chicago,Houston,1829.0,8123.0,Air Freight,USPS,6,0.2,0,7554.77
SHP100689,Los Angeles,Miami,2108.0,8508.0,Air Freight,FedEx,13,0.23,1,9256.19
SHP100690,Atlanta,Chicago,-999.0,7063.0,Truckload,FedEx,5,0.31,0,5086.68
SHP100691,Houston,Miami,1547.0,887.0,LTL,UPS,3,0.18,0,2440.91
SHP100692,Miami,Atlanta,1663.0,4634.0,LTL,USPS,5,0.41,0,3061.31
SHP100693,Chicago,Houston,1758.0,,LTL,DHL Express,12,0.24,0,3785.3
SHP100694,Houston,Atlanta,1892.0,,Truckload,FedEx,8,0.2,1,4552.48
SHP100695,Chicago,Los Angeles,2449.0,11603.0,LTL,USPS,2,0.35,0,4647.33
SHP100696,Chicago,Atlanta,1975.0,13333.0,Air Freight,FedEx,6,0.16,0,8878.4
SHP100697,Chicago,Houston,1872.0,406.0,Truckload,USPS,9,0.34,0,4052.62
SHP100698,Miami,Los Angeles,2029.0,12057.0,LTL,USPS,8,0.36,0,4123.1
SHP100699,Atlanta,Los Angeles,2304.0,,Truckload,UPS,11,0.21,0,5870.95
SHP100700,Miami,Chicago,1531.0,10215.0,LTL,FedEx,8,0.16,0,3199.89
SHP100701,New York,Atlanta,2082.0,14589.0,Truckload,DHL Express,8,0.26,0,6018.72
SHP100702,Houston,Atlanta,1772.0,4697.0,Truckload,UPS,13,0.18,0,4328.53
SHP100703,Atlanta,Miami,1697.0,10052.0,Air Freight,UPS,7,0.18,0,7489.8
SHP100704,Atlanta,Miami,1563.0,4468.0,Air Freight,DHL Express,8,0.23,0,6116.09
SHP100705,Atlanta,Miami,1666.0,10883.0,LTL,UPS,13,0.24,1,3765.16
SHP100706,Atlanta,Los Angeles,2401.0,10470.0,LTL,USPS,6,0.31,0,4443.83
SHP100707,Miami,Houston,1649.0,6692.0,Truckload,USPS,2,0.35,0,4339.09
SHP100708,Atlanta,Los Angeles,2273.0,3441.0,LTL,FedEx,2,0.33,0,3820.68
SHP100709,Los Angeles,Chicago,2452.0,12420.0,LTL,FedEx,8,0.19,0,4714.95
SHP100710,Houston,Miami,1491.0,10592.0,LTL,DHL Express,11,0.2,0,3191.56
SHP100711,Atlanta,Los Angeles,2361.0,4407.0,Truckload,FedEx,1,0.41,0,5618.82
SHP100712,Houston,Los Angeles,2424.0,4929.0,LTL,USPS,6,0.32,0,4099.55
SHP100713,Los Angeles,Chicago,2275.0,,Truckload,DHL Express,13,0.41,1,5865.71
SHP100714,Los Angeles,New York,2495.0,,Air Freight,DHL Express,6,0.26,0,10657.46
SHP100715,Houston,Atlanta,1760.0,,LTL,FedEx,11,0.33,0,2934.89
SHP100716,Chicago,Los Angeles,2324.0,13281.0,LTL,USPS,4,0.31,0,4712.17
SHP100717,New York,Miami,1841.0,10972.0,LTL,DHL Express,12,0.25,0,3718.12
SHP100718,Chicago,Houston,1755.0,9560.0,Air Freight,USPS,11,0.29,0,7686.73
SHP100719,Chicago,New York,1878.0,9777.0,LTL,USPS,13,0.3,0,3677.15
SHP100720,Miami,Chicago,1684.0,4834.0,LTL,USPS,11,0.21,0,2933.51
SHP100721,Chicago,Atlanta,1979.0,,LTL,FedEx,13,0.24,1,4212.62
SHP100722,Atlanta,New York,1927.0,10014.0,Truckload,UPS,10,0.39,0,5293.21
SHP100723,Miami,Houston,1514.0,11451.0,LTL,UPS,3,0.42,0,3288.12
SHP100724,Miami,Los Angeles,2017.0,13176.0,Truckload,DHL Express,13,0.26,1,6234.72
SHP100725,Los Angeles,Atlanta,2274.0,927.0,Air Freight,USPS,11,0.24,0,7722.55
SHP100726,Chicago,New York,2030.0,2920.0,LTL,FedEx,3,0.21,0,3426.35
SHP100727,Los Angeles,Chicago,2276.0,11442.0,Air Freight,USPS,13,0.35,1,10291.6
SHP100728,Houston,Miami,1735.0,12386.0,LTL,USPS,13,0.25,0,3695.89
SHP100729,New York,Miami,1699.0,11989.0,Air Freight,FedEx,1,0.45,1,8774.72
SHP100730,Miami,Los Angeles,2115.0,11078.0,Truckload,UPS,3,0.25,0,5731.44
SHP100731,Houston,New York,1986.0,342.0,Air Freight,USPS,4,0.27,0,6853.43
SHP100732,Houston,Atlanta,1767.0,9893.0,LTL,USPS,11,0.33,1,3897.53
SHP100733,Atlanta,Los Angeles,2296.0,12873.0,LTL,UPS,11,0.39,0,4588.49
SHP100734,New York,Miami,1758.0,12648.0,LTL,FedEx,5,0.29,0,3779.97
SHP100735,Houston,Atlanta,1978.0,8778.0,LTL,DHL Express,3,0.28,0,3854.03
SHP100736,Houston,Miami,1554.0,14264.0,LTL,UPS,6,0.45,1,3979.56
SHP100737,New York,Atlanta,-999.0,2736.0,LTL,DHL Express,11,0.15,1,3583.94
SHP100738,New York,Los Angeles,2356.0,283.0,LTL,DHL Express,12,0.42,0,3628.27
SHP100739,Houston,Los Angeles,2315.0,13570.0,LTL,UPS,5,0.19,0,4661.31
SHP100740,New York,Atlanta,1972.0,10894.0,Air Freight,USPS,3,0.39,1,9411.55
SHP100741,Houston,Chicago,1927.0,14479.0,LTL,DHL Express,6,0.34,0,4111.14
SHP100742,Houston,Chicago,1976.0,2424.0,LTL,DHL Express,6,0.25,0,3215.22
SHP100743,Atlanta,Houston,1773.0,2322.0,LTL,FedEx,8,0.41,0,2853.9
SHP100744,Chicago,Atlanta,1829.0,1016.0,LTL,USPS,2,0.15,0,2909.54
SHP100745,Houston,Atlanta,1757.0,939.0,Air Freight,DHL Express,1,0.22,0,6101.02
SHP100746,Los Angeles,Chicago,2382.0,3913.0,LTL,FedEx,4,0.32,0,3963.33
SHP100747,Miami,Chicago,1506.0,6204.0,Truckload,USPS,7,0.26,0,4024.77
SHP100748,Chicago,Atlanta,1856.0,3450.0,Air Freight,UPS,11,0.33,1,7630.58
SHP100749,Chicago,Miami,1612.0,8276.0,Air Freight,UPS,10,0.16,0,6964.73
SHP100750,Chicago,Miami,1657.0,4592.0,Truckload,FedEx,3,0.18,0,4051.69
SHP100751,Atlanta,New York,2099.0,3573.0,Air Freight,UPS,3,0.19,0,7758.86
SHP100752,Houston,Los Angeles,2453.0,1813.0,Air Freight,DHL Express,5,0.21,0,8541.94
SHP100753,Atlanta,Miami,1620.0,3341.0,Truckload,USPS,5,0.29,0,3841.77
SHP100754,Houston,Chicago,1805.0,2538.0,Truckload,DHL Express,13,0.38,0,4295.79
SHP100755,Atlanta,Miami,1720.0,10942.0,Truckload,DHL Express,10,0.42,0,4971.84
SHP100756,Atlanta,New York,2053.0,1608.0,Truckload,UPS,3,0.4,1,5099.2
SHP100757,Miami,New York,1803.0,,Truckload,DHL Express,9,0.21,0,4333.45
SHP100758,Los Angeles,Houston,2457.0,6171.0,LTL,UPS,4,0.28,0,4232.43
SHP100759,Atlanta,Miami,1535.0,2326.0,LTL,USPS,13,0.21,0,2533.1
SHP100760,Miami,Chicago,1703.0,12248.0,LTL,USPS,13,0.23,1,3934.81
SHP100761,New York,Chicago,2064.0,,LTL,DHL Express,3,0.3,0,3533.52
SHP100762,Los Angeles,Atlanta,2367.0,,LTL,FedEx,11,0.17,0,3681.89
SHP100763,Atlanta,Chicago,1798.0,,LTL,UPS,2,0.22,0,3379.26
SHP100764,Chicago,Houston,1866.0,9661.0,Truckload,UPS,10,0.43,0,5043.34
SHP100765,New York,Houston,1934.0,5459.0,LTL,DHL Express,13,0.29,0,3377.3
SHP100766,New York,Chicago,1860.0,9720.0,Air Freight,UPS,11,0.28,0,7869.78
SHP100767,Miami,Chicago,1558.0,12156.0,LTL,UPS,9,0.15,1,3732.5
SHP100768,New York,Atlanta,1948.0,11984.0,LTL,FedEx,4,0.22,1,4263.25
SHP100769,Los Angeles,Chicago,2300.0,13489.0,Truckload,FedEx,3,0.41,0,6490.92
SHP100770,Atlanta,Houston,1970.0,7919.0,Truckload,DHL Express,7,0.2,1,5652.16
SHP100771,Atlanta,Houston,1923.0,3006.0,LTL,FedEx,8,0.27,0,3150.14
SHP100772,Chicago,New York,2065.0,7760.0,Air Freight,DHL Express,11,0.15,0,8275.87
SHP100773,Miami,New York,1768.0,6067.0,Air Freight,USPS,2,0.29,0,7123.81
SHP100774,Chicago,Los Angeles,2370.0,9624.0,LTL,DHL Express,7,0.16,0,4432.31
SHP100775,New York,Atlanta,2016.0,10816.0,LTL,USPS,12,0.4,1,4292.05
SHP100776,Chicago,New York,1943.0,3434.0,Air Freight,DHL Express,5,0.4,0,7215.73
SHP100777,Los Angeles,New York,2503.0,14460.0,Truckload,UPS,11,0.39,0,6973.74
SHP100778,Atlanta,Chicago,1894.0,9811.0,Truckload,FedEx,5,0.24,0,5166.24
SHP100779,New York,Chicago,-999.0,10136.0,Air Freight,USPS,3,0.4,0,8484.23
SHP100780,Chicago,New York,2069.0,10485.0,LTL,DHL Express,5,0.31,0,4004.35
SHP100781,Miami,Atlanta,1677.0,10108.0,LTL,FedEx,12,0.26,0,3380.28
SHP100782,Los Angeles,Chicago,2240.0,78.0,LTL,DHL Express,2,0.34,0,3522.64
SHP100783,Los Angeles,Miami,1980.0,,Truckload,FedEx,4,0.15,1,5648.43
SHP100784,Chicago,Atlanta,1816.0,9262.0,Truckload,FedEx,6,0.19,1,5436.06
SHP100785,Atlanta,New York,1970.0,10305.0,Truckload,DHL Express,1,0.37,0,5487.98
SHP100786,Chicago,Los Angeles,2339.0,9688.0,LTL,USPS,10,0.22,1,4669.3
SHP100787,New York,Los Angeles,2561.0,7806.0,LTL,USPS,4,0.33,0,4592.87
SHP100788,Chicago,Los Angeles,2314.0,6998.0,LTL,UPS,6,0.27,0,4085.79
SHP100789,Los Angeles,New York,2356.0,11906.0,Truckload,FedEx,9,0.41,0,6369.65
SHP100790,Chicago,Los Angeles,2436.0,11229.0,Truckload,UPS,11,0.44,0,6485.58
SHP100791,Atlanta,New York,1851.0,5805.0,LTL,UPS,11,0.42,0,3331.82
SHP100792,Miami,Houston,1592.0,3652.0,Air Freight,DHL Express,13,0.23,0,5991.86
SHP100793,Houston,Chicago,1830.0,5112.0,LTL,DHL Express,2,0.21,0,3267.69
SHP100794,Chicago,Houston,1750.0,11927.0,Air Freight,DHL Express,11,0.29,0,7988.89
SHP100795,Atlanta,Miami,1547.0,8121.0,LTL,FedEx,7,0.15,0,3010.33
SHP100796,Atlanta,Los Angeles,2342.0,7294.0,Truckload,DHL Express,6,0.16,0,5760.23
SHP100797,Miami,Los Angeles,2149.0,6422.0,LTL,DHL Express,2,0.32,0,3894.7
SHP100798,Los Angeles,Chicago,2382.0,7155.0,Air Freight,FedEx,8,0.31,0,9091.31
SHP100799,Atlanta,Chicago,1814.0,11610.0,LTL,FedEx,7,0.45,0,3781.9
SHP100800,Atlanta,Chicago,1822.0,3631.0,LTL,USPS,11,0.21,0,3070.92
SHP100801,Atlanta,New York,1869.0,2812.0,LTL,DHL Express,5,0.23,0,3030.37
SHP100802,Atlanta,Houston,1790.0,12279.0,LTL,DHL Express,12,0.18,1,4067.76
SHP100803,New York,Los Angeles,2367.0,622.0,LTL,DHL Express,5,0.43,0,3714.32
SHP100804,New York,Atlanta,1997.0,7755.0,Air Freight,USPS,7,0.38,0,8182.04
SHP100805,Los Angeles,Atlanta,2451.0,13944.0,LTL,DHL Express,9,0.4,0,4735.14
SHP100806,Chicago,Houston,1754.0,12330.0,Truckload,USPS,11,0.42,1,5743.67
SHP100807,Atlanta,Los Angeles,2339.0,664.0,Truckload,UPS,9,0.31,0,5023.14
SHP100808,Miami,Houston,1610.0,4100.0,Truckload,USPS,9,0.29,0,3986.6
SHP100809,Chicago,Atlanta,1889.0,375.0,LTL,UPS,6,0.25,1,3322.4
SHP100810,Miami,New York,1635.0,3790.0,LTL,DHL Express,10,0.33,0,2800.5
SHP100811,Chicago,Los Angeles,2407.0,408.0,Truckload,UPS,6,0.29,0,5210.83
SHP100812,Los Angeles,Houston,2378.0,3827.0,Air Freight,USPS,3,0.29,0,8666.62
SHP100813,Atlanta,Chicago,1978.0,5956.0,LTL,FedEx,1,0.43,0,3482.37
SHP100814,Atlanta,Houston,1796.0,10613.0,LTL,UPS,7,0.45,0,3710.79
SHP100815,Houston,New York,2074.0,1771.0,LTL,UPS,4,0.39,0,3322.1
SHP100816,Miami,Los Angeles,1970.0,1399.0,Air Freight,DHL Express,1,0.38,0,6978.27
SHP100817,Chicago,Los Angeles,2260.0,3746.0,LTL,USPS,8,0.35,0,3738.54
SHP100818,Chicago,Atlanta,1734.0,3946.0,LTL,UPS,12,0.2,0,2972.23
SHP100819,New York,Atlanta,1862.0,4310.0,Air Freight,UPS,6,0.17,0,7034.56
SHP100820,Houston,Miami,1636.0,9838.0,LTL,UPS,6,0.36,0,3375.9
SHP100821,New York,Chicago,1989.0,9869.0,LTL,UPS,2,0.37,1,4177.29
SHP100822,New York,Miami,1657.0,6991.0,Truckload,FedEx,1,0.16,0,4361.09
SHP100823,New York,Houston,-999.0,,Air Freight,USPS,13,0.43,1,9418.3
SHP100824,Miami,New York,1666.0,13514.0,LTL,DHL Express,2,0.18,0,3758.22
SHP100825,Miami,Los Angeles,2084.0,3858.0,LTL,DHL Express,4,0.24,0,3503.32
SHP100826,Los Angeles,Atlanta,2244.0,5296.0,LTL,FedEx,2,0.35,0,3936.32
SHP100827,Los Angeles,Miami,2045.0,8434.0,LTL,USPS,1,0.2,0,3826.7
SHP100828,New York,Miami,1703.0,10916.0,Truckload,UPS,7,0.17,0,4866.52
SHP100829,Houston,Miami,1494.0,3895.0,LTL,FedEx,11,0.25,0,2611.8
SHP100830,Chicago,Houston,1955.0,2627.0,LTL,USPS,11,0.38,1,3558.33
SHP100831,Miami,Houston,1511.0,141.0,LTL,UPS,12,0.27,0,2373.39
SHP100832,Houston,New York,-999.0,4284.0,Truckload,FedEx,8,0.35,0,4756.23
SHP100833,Atlanta,New York,2054.0,8722.0,Truckload,USPS,6,0.32,0,5420.27
SHP100834,Miami,Los Angeles,2154.0,6642.0,Air Freight,DHL Express,4,0.16,1,9220.07
SHP100835,Miami,Atlanta,1664.0,13694.0,LTL,DHL Express,6,0.45,0,3674.9
SHP100836,Los Angeles,Chicago,2391.0,11158.0,Air Freight,USPS,3,0.16,0,9939.84
SHP100837,Chicago,Houston,1860.0,12677.0,Air Freight,DHL Express,12,0.44,0,8523.56
SHP100838,Chicago,Houston,1853.0,8178.0,LTL,USPS,8,0.31,0,3527.24
SHP100839,Atlanta,Houston,1782.0,,LTL,UPS,10,0.44,0,2845.75
SHP100840,Atlanta,New York,2061.0,2563.0,LTL,USPS,13,0.18,0,3347.33
SHP100841,Miami,Los Angeles,2128.0,8218.0,LTL,UPS,13,0.3,0,3846.14
SHP100842,New York,Houston,1918.0,6911.0,LTL,FedEx,2,0.2,0,3515.92
SHP100843,Los Angeles,Miami,2185.0,9040.0,LTL,USPS,5,0.17,0,4081.36
SHP100844,Los Angeles,Miami,-999.0,12812.0,LTL,FedEx,1,0.34,0,4150.87
SHP100845,Miami,Chicago,1735.0,14786.0,Air Freight,DHL Express,6,0.21,1,9358.86
SHP100846,Houston,Atlanta,1890.0,13800.0,LTL,UPS,2,0.33,0,4037.76
SHP100847,New York,Chicago,2049.0,12191.0,Air Freight,USPS,4,0.18,0,8956.0
SHP100848,Miami,Atlanta,1705.0,654.0,Truckload,FedEx,6,0.25,0,3779.51
SHP100849,New York,Los Angeles,2507.0,3029.0,Air Freight,UPS,10,0.38,0,8919.14
SHP100850,New York,Miami,1821.0,7190.0,Truckload,UPS,11,0.28,1,5199.62
SHP100851,New York,Atlanta,1865.0,7115.0,LTL,DHL Express,8,0.34,0,3496.05
SHP100852,Miami,Atlanta,1731.0,4966.0,Truckload,DHL Express,12,0.34,0,4324.96
SHP100853,Los Angeles,Atlanta,2325.0,6850.0,LTL,UPS,8,0.4,0,4122.65
SHP100854,Los Angeles,Atlanta,2285.0,647.0,LTL,UPS,11,0.25,1,3880.27
SHP100855,New York,Atlanta,2054.0,9774.0,Air Freight,USPS,6,0.36,0,8690.19
SHP100856,Houston,Atlanta,1838.0,7370.0,LTL,UPS,4,0.44,0,3552.6
SHP100857,Chicago,Atlanta,1963.0,8755.0,LTL,USPS,8,0.37,1,4014.19
SHP100858,Miami,New York,-999.0,5672.0,Truckload,UPS,13,0.3,0,4189.99
SHP100859,Chicago,New York,1938.0,1927.0,Air Freight,DHL Express,8,0.34,0,6915.9
SHP100860,Houston,Los Angeles,2383.0,12214.0,Truckload,USPS,10,0.37,0,6485.66
SHP100861,Miami,Chicago,1713.0,12085.0,LTL,FedEx,1,0.33,0,3623.68
SHP100862,New York,Atlanta,2065.0,1749.0,Truckload,DHL Express,4,0.16,0,4536.17
SHP100863,Los Angeles,New York,2441.0,9271.0,LTL,USPS,4,0.21,0,4460.19
SHP100864,Chicago,Miami,1536.0,12837.0,Truckload,USPS,7,0.39,1,5328.68
SHP100865,Atlanta,New York,2021.0,5830.0,Air Freight,FedEx,11,0.23,0,7850.3
SHP100866,Atlanta,Houston,1866.0,766.0,Truckload,USPS,7,0.37,0,4081.21
SHP100867,Houston,New York,2081.0,13479.0,Air Freight,UPS,13,0.26,0,9364.06
SHP100868,New York,Los Angeles,2571.0,13846.0,LTL,FedEx,11,0.31,0,5099.16
