Shipment_ID,Origin,Destination,Distance_Miles,Weight_Lbs,Transport_Mode,Carrier,Lead_Time_Days,Fuel_Surcharge_Rate,Is_Urgent,Actual_Price_USD,Predicted_Price_USD
SHP100493,Houston,Atlanta,1771.0,12621.0,Truckload,FedEx,3,0.19,0,5197.93,5407.1501
SHP100494,Atlanta,Miami,1693.0,10221.0,Truckload,UPS,7,0.16,0,4829.11,4884.248000000004
SHP100495,Houston,Chicago,1970.0,4044.0,LTL,USPS,10,0.29,0,3258.35,3290.232199999998
SHP100496,New York,Chicago,2077.0,1728.0,LTL,USPS,1,0.43,0,3354.87,3381.5909999999985
SHP100497,New York,Houston,2043.0,8464.0,Truckload,DHL Express,7,0.25,0,5314.65,5356.648300000005
SHP100498,Atlanta,Miami,1500.0,793.0,LTL,DHL Express,5,0.35,1,2754.81,2645.888200000001
SHP100499,Houston,New York,1952.0,512.0,LTL,DHL Express,1,0.35,0,3060.93,3243.9604000000004
SHP100500,Chicago,Atlanta,1827.0,1618.0,Truckload,UPS,1,0.23,0,4241.62,4268.415699999997
SHP100501,Miami,New York,1827.0,11589.0,Air Freight,FedEx,1,0.35,1,9072.5,8979.3025
SHP100502,Miami,Atlanta,1635.0,14043.0,Truckload,UPS,11,0.21,0,5193.52,5273.843500000004
SHP100503,Atlanta,Chicago,1814.0,13501.0,Truckload,USPS,9,0.19,1,5904.4,5755.5729000000065
SHP100504,New York,Chicago,1949.0,14742.0,Air Freight,DHL Express,11,0.36,0,9183.44,9199.322899999983
SHP100505,New York,Miami,1713.0,1786.0,LTL,FedEx,13,0.18,0,2769.16,2763.4506000000006
SHP100506,Miami,Chicago,1669.0,13384.0,Truckload,USPS,3,0.45,0,5315.92,5326.978799999996
SHP100507,Atlanta,Chicago,1775.0,12281.0,Air Freight,USPS,13,0.21,0,8058.39,8203.616400000006
SHP100508,Houston,Chicago,1773.0,7953.0,LTL,USPS,5,0.33,0,3347.67,3376.6034000000004
SHP100509,New York,Atlanta,1871.0,12193.0,Truckload,UPS,11,0.27,0,5338.38,5389.039100000002
SHP100510,Houston,Atlanta,1910.0,7052.0,Truckload,DHL Express,10,0.19,0,4861.77,4824.135100000005
SHP100511,New York,Houston,2036.0,8906.0,Truckload,USPS,12,0.16,1,5713.69,5661.524799999998
SHP100512,New York,Los Angeles,2551.0,1406.0,Truckload,DHL Express,9,0.34,0,5579.21,5563.884300000004
SHP100513,Los Angeles,Miami,2083.0,1064.0,Air Freight,UPS,6,0.39,0,7343.84,8052.071299999994
SHP100514,New York,Miami,1844.0,10374.0,Truckload,USPS,12,0.4,0,5150.02,5202.589800000005
SHP100515,Chicago,Miami,1614.0,10910.0,LTL,UPS,9,0.29,0,3362.93,3376.1056999999973
SHP100516,Atlanta,Los Angeles,2333.0,1104.0,Air Freight,UPS,8,0.38,1,8787.96,8919.639199999998
SHP100517,Atlanta,Houston,1935.0,1814.0,LTL,DHL Express,8,0.35,0,2916.1,2992.709700000001
SHP100518,Houston,Los Angeles,2217.0,14625.0,LTL,USPS,1,0.37,0,4566.49,4572.819299999996
SHP100519,New York,Miami,1707.0,6059.0,LTL,UPS,13,0.3,0,3187.96,3173.905900000002
SHP100520,Chicago,Los Angeles,2266.0,4508.0,LTL,USPS,9,0.34,0,3906.34,3887.8046000000036
SHP100521,Houston,Chicago,1840.0,11111.0,LTL,DHL Express,6,0.39,1,4116.43,4119.972999999999
SHP100522,Los Angeles,Atlanta,2282.0,9654.0,Air Freight,UPS,9,0.27,0,9327.97,9069.087199999998
SHP100523,Houston,Atlanta,1935.0,7470.0,Truckload,DHL Express,3,0.39,0,4168.2,4475.986800000003
SHP100524,Houston,Los Angeles,2229.0,3420.0,Truckload,USPS,12,0.33,1,5665.58,5688.034999999999
SHP100525,New York,Atlanta,2081.0,6026.0,LTL,USPS,3,0.2,1,3988.26,3858.974900000003
SHP100526,Los Angeles,Miami,1994.0,1444.0,Air Freight,DHL Express,6,0.16,0,6925.71,7387.132599999995
SHP100527,Houston,Miami,1508.0,8340.0,Air Freight,FedEx,9,0.26,0,6564.25,6887.660199999997
SHP100528,Chicago,Houston,1734.0,14432.0,Truckload,UPS,7,0.31,0,5402.61,5455.911300000002
SHP100529,Chicago,Miami,1935.0,4120.0,LTL,USPS,13,0.4,0,2792.4,3289.7180000000003
SHP100530,Atlanta,New York,2056.0,7032.0,LTL,USPS,3,0.19,1,4006.01,4003.8156000000045
SHP100531,Los Angeles,Houston,2337.0,8663.0,LTL,UPS,3,0.39,0,4274.21,4252.684600000004
SHP100532,Los Angeles,New York,2401.0,5649.0,LTL,DHL Express,2,0.41,0,4094.74,4153.798799999997
SHP100533,Atlanta,Chicago,1940.0,3700.0,LTL,DHL Express,9,0.2,0,3213.55,3262.942799999998
SHP100534,Houston,New York,2064.0,12399.0,Air Freight,DHL Express,13,0.41,0,9158.58,9140.242799999996
SHP100535,Los Angeles,Chicago,2364.0,9374.0,LTL,FedEx,3,0.45,0,4369.71,4357.241500000005
SHP100536,Chicago,New York,1889.0,9944.0,LTL,FedEx,11,0.37,0,3690.03,3738.4718000000057
SHP100537,Chicago,Los Angeles,2433.0,3670.0,LTL,USPS,5,0.39,0,3951.22,3990.8372999999924
SHP100538,New York,Houston,1875.0,7470.0,LTL,DHL Express,9,0.45,0,3181.36,3287.5662999999936
SHP100539,Los Angeles,Miami,1996.0,8839.0,LTL,UPS,8,0.33,0,3775.33,3802.276099999998
SHP100540,Houston,Miami,1679.0,441.0,LTL,USPS,2,0.24,0,2625.03,2624.3596
SHP100541,Atlanta,Chicago,1812.0,1125.0,LTL,UPS,3,0.4,0,2923.89,2918.418600000005
SHP100542,Atlanta,Chicago,1857.0,2700.0,Truckload,USPS,2,0.33,0,4368.62,4595.162000000004
SHP100543,Houston,Los Angeles,2387.0,13650.0,Air Freight,FedEx,8,0.32,0,10363.06,9910.739800000003
SHP100544,Miami,Houston,1659.0,14367.0,LTL,USPS,6,0.23,0,3654.48,3655.805099999999
SHP100545,New York,Los Angeles,2486.0,2434.0,LTL,FedEx,6,0.38,0,4076.67,4026.851999999997
SHP100546,Atlanta,Chicago,1896.0,859.0,Air Freight,USPS,12,0.17,0,6443.73,6636.013199999998
SHP100547,Los Angeles,Miami,2157.0,8097.0,LTL,DHL Express,9,0.43,0,3962.06,3986.199199999999
SHP100548,New York,Houston,2018.0,11551.0,LTL,UPS,8,0.25,1,4405.67,4203.623699999997
SHP100549,Los Angeles,New York,2362.0,5551.0,Air Freight,DHL Express,4,0.19,0,9040.16,8800.039199999997
SHP100550,Chicago,Houston,1940.0,11980.0,LTL,USPS,12,0.28,0,3861.4,3876.4370000000026
SHP100551,New York,Los Angeles,2558.0,6945.0,Truckload,USPS,4,0.16,1,6707.62,6326.360199999996
SHP100552,Atlanta,New York,2060.0,1209.0,Truckload,USPS,9,0.36,0,4533.17,4575.003199999997
SHP100553,New York,Chicago,1946.0,7470.0,LTL,FedEx,1,0.42,0,3636.37,3622.065099999997
SHP100554,New York,Houston,1960.0,1581.0,LTL,UPS,13,0.4,0,3101.07,3214.1269000000025
SHP100555,New York,Houston,1865.0,5531.0,Truckload,UPS,2,0.19,1,5093.97,5057.901599999996
SHP100556,Miami,Atlanta,1512.0,7598.0,LTL,USPS,2,0.19,0,2976.38,3055.9838000000022
SHP100557,New York,Miami,1744.0,5026.0,LTL,USPS,13,0.39,0,3027.53,3058.4707000000026
SHP100558,Los Angeles,Chicago,2235.0,5745.0,Truckload,FedEx,13,0.43,0,5462.5,5499.3396999999995
SHP100559,Chicago,New York,1945.0,10924.0,Truckload,DHL Express,6,0.29,1,5913.51,5473.312699999996
SHP100560,Houston,Atlanta,1741.0,8495.0,LTL,DHL Express,4,0.3,0,3413.06,3416.1099999999983
SHP100561,New York,Miami,1681.0,3598.0,Air Freight,UPS,13,0.25,0,6271.66,6251.526599999998
SHP100562,Atlanta,New York,1982.0,11427.0,LTL,FedEx,11,0.42,0,3950.54,3922.0819999999962
SHP100563,New York,Houston,1955.0,6213.0,Air Freight,USPS,10,0.34,0,7712.48,7737.552599999993
SHP100564,Atlanta,Chicago,1949.0,6721.0,Truckload,UPS,13,0.24,0,4843.04,4806.445099999996
SHP100565,Los Angeles,Houston,2326.0,5314.0,Truckload,FedEx,3,0.24,0,5557.04,5555.099599999995
SHP100566,Atlanta,Los Angeles,2406.0,1281.0,LTL,DHL Express,3,0.42,1,4121.5,4071.0677999999984
SHP100567,Houston,Atlanta,1906.0,2473.0,Air Freight,FedEx,3,0.15,0,6838.31,6992.7717000000075
SHP100568,Chicago,Miami,1515.0,11817.0,LTL,DHL Express,6,0.25,0,3217.17,3289.0418999999993
SHP100569,Atlanta,Chicago,1862.0,8121.0,Truckload,FedEx,8,0.32,0,4993.28,4987.686700000008
SHP100570,Atlanta,Los Angeles,1935.0,4311.0,LTL,UPS,11,0.19,0,3681.94,3399.6362000000013
SHP100571,Chicago,New York,2056.0,9815.0,LTL,DHL Express,7,0.18,0,3969.75,3921.5466999999994
SHP100572,Houston,New York,1862.0,2958.0,LTL,UPS,4,0.39,0,3192.64,3158.8493000000053
SHP100573,New York,Atlanta,2005.0,4762.0,Air Freight,UPS,11,0.42,0,7569.99,7717.826899999994
SHP100574,Atlanta,New York,2010.0,6805.0,Air Freight,DHL Express,12,0.4,0,7934.6,8103.345299999989
SHP100575,Chicago,New York,1956.0,9867.0,LTL,DHL Express,4,0.42,0,3954.78,3924.9983000000066
SHP100576,Los Angeles,Chicago,2232.0,12240.0,LTL,USPS,11,0.32,1,4803.39,4714.439300000005
SHP100577,Chicago,Miami,1586.0,3933.0,Truckload,USPS,10,0.39,1,4397.86,4387.295099999993
SHP100578,Los Angeles,Houston,2444.0,3565.0,LTL,USPS,11,0.27,0,3989.58,4032.0457999999967
SHP100579,Houston,Los Angeles,2227.0,3453.0,LTL,UPS,11,0.35,0,3642.0,3680.3552
SHP100580,New York,Los Angeles,2571.0,4648.0,Truckload,UPS,11,0.45,0,6018.16,5987.965999999997
SHP100581,Chicago,Atlanta,1846.0,5058.0,Truckload,USPS,2,0.22,1,5029.2,4995.546700000006
SHP100582,Miami,Los Angeles,1999.0,6272.0,Air Freight,UPS,1,0.27,0,7827.03,7851.015200000013
SHP100583,Atlanta,Miami,1515.0,12922.0,LTL,UPS,9,0.29,1,3684.04,3762.2831999999985
SHP100584,Houston,New York,1993.0,10200.0,LTL,DHL Express,12,0.19,0,3834.8,3931.0735999999993
SHP100585,Chicago,Los Angeles,2414.0,4059.0,Truckload,DHL Express,12,0.17,1,5967.73,5900.584999999993
SHP100586,Atlanta,Miami,1528.0,2785.0,Truckload,UPS,2,0.4,1,4208.73,4169.578999999999
SHP100587,Chicago,Atlanta,1890.0,4541.0,Truckload,USPS,13,0.44,1,5029.13,5046.831500000003
SHP100588,Los Angeles,Miami,2123.0,13969.0,Truckload,FedEx,8,0.27,0,6068.61,6116.441599999994
SHP100589,Chicago,Atlanta,1905.0,7470.0,LTL,USPS,9,0.18,0,4079.08,3403.754299999998
SHP100590,Miami,Atlanta,1682.0,11416.0,Air Freight,FedEx,4,0.17,0,7746.73,7781.927099999997
SHP100591,Chicago,Miami,1730.0,8643.0,LTL,USPS,8,0.42,0,3393.51,3386.146300000003
SHP100592,Chicago,New York,2015.0,1024.0,LTL,DHL Express,9,0.29,0,3206.22,3229.8991999999957
SHP100593,Miami,New York,1739.0,273.0,Truckload,UPS,10,0.25,0,3792.37,3831.760599999996
SHP100594,Houston,Miami,1602.0,4663.0,LTL,UPS,10,0.29,0,2919.04,2886.8985000000002
SHP100595,Chicago,Miami,1623.0,6827.0,LTL,DHL Express,5,0.25,0,3053.82,3135.4500000000007
SHP100596,Miami,Los Angeles,2015.0,8477.0,Air Freight,FedEx,13,0.3,0,8219.47,8314.716899999987
SHP100597,Atlanta,New York,1935.0,11740.0,LTL,FedEx,7,0.41,0,3831.2,3873.2609000000025
SHP100598,Los Angeles,Houston,2375.0,4261.0,Truckload,FedEx,10,0.33,1,6001.58,5900.162899999999
SHP100599,Los Angeles,New York,2435.0,11476.0,LTL,DHL Express,4,0.36,0,4694.24,4674.670900000003
SHP100600,Chicago,Houston,1945.0,275.0,Truckload,FedEx,1,0.26,0,4313.45,4351.922300000005
SHP100601,Houston,Miami,1635.0,10519.0,LTL,DHL Express,3,0.37,0,3464.48,3379.749500000001
SHP100602,Houston,Miami,1644.0,8233.0,LTL,USPS,5,0.35,1,3506.7,3519.7982000000047
SHP100603,Atlanta,Chicago,1898.0,4327.0,Air Freight,USPS,3,0.19,0,7245.51,7245.622100000005
SHP100604,Chicago,Houston,1801.0,1391.0,Truckload,DHL Express,12,0.32,0,3944.69,4112.408199999997
SHP100605,Los Angeles,Atlanta,2429.0,4086.0,LTL,UPS,13,0.23,0,4020.35,4019.260399999995
SHP100606,Houston,Chicago,1803.0,8451.0,LTL,USPS,11,0.39,0,3446.88,3426.285000000002
SHP100607,Chicago,Houston,1746.0,3777.0,Air Freight,FedEx,7,0.28,0,6642.31,6671.148900000009
SHP100608,Houston,Los Angeles,2456.0,13753.0,Truckload,DHL Express,12,0.45,1,7208.06,7005.476900000009
SHP100609,Miami,Chicago,1679.0,3978.0,Truckload,FedEx,9,0.18,1,4594.01,4561.040900000004
SHP100610,Houston,Miami,1646.0,14481.0,Truckload,FedEx,12,0.38,0,5129.73,5177.496699999995
SHP100611,Los Angeles,Houston,2395.0,13231.0,LTL,UPS,6,0.35,0,4691.15,4685.552400000005
SHP100612,New York,Miami,1679.0,14219.0,LTL,FedEx,13,0.38,0,3688.16,3679.9578999999953
SHP100613,Atlanta,Chicago,1935.0,2853.0,Truckload,UPS,10,0.24,0,4375.84,4577.434300000001
SHP100614,Atlanta,Miami,1639.0,9351.0,LTL,USPS,1,0.3,0,3333.88,3328.133500000002
SHP100615,Los Angeles,New York,2575.0,6608.0,LTL,DHL Express,7,0.39,0,4536.66,4447.928399999993
SHP100616,Houston,Atlanta,1735.0,10268.0,Air Freight,FedEx,3,0.22,1,8625.63,8432.346500000003
SHP100617,Chicago,Houston,1755.0,443.0,Truckload,DHL Express,5,0.22,1,4343.24,4318.247799999998
SHP100618,Houston,Atlanta,1896.0,6889.0,Truckload,FedEx,10,0.32,0,4900.3,4855.801499999996
SHP100619,Los Angeles,Miami,2109.0,9085.0,Truckload,DHL Express,4,0.31,0,5578.03,5657.985000000006
SHP100620,Atlanta,Los Angeles,2308.0,9766.0,Truckload,FedEx,10,0.23,0,6005.88,6060.756300000003
SHP100621,Houston,Miami,1631.0,8845.0,LTL,FedEx,5,0.24,0,3230.15,3278.0545000000006
SHP100622,Atlanta,New York,1871.0,631.0,LTL,FedEx,5,0.23,0,2943.21,2965.3498999999997
SHP100623,Chicago,New York,1900.0,14380.0,LTL,FedEx,6,0.38,0,4125.59,4062.0047000000022
SHP100624,Atlanta,Los Angeles,2360.0,10181.0,LTL,FedEx,10,0.35,1,4730.45,4681.038400000006
SHP100625,Atlanta,New York,2025.0,182.0,Truckload,FedEx,12,0.4,0,4365.65,4446.134900000005
SHP100626,New York,Los Angeles,2528.0,2888.0,LTL,FedEx,10,0.44,0,4082.01,4078.1834999999965
SHP100627,New York,Houston,1953.0,3435.0,LTL,FedEx,13,0.29,0,3286.84,3286.5699000000022
SHP100628,Miami,Atlanta,1667.0,3820.0,LTL,FedEx,13,0.17,0,2793.78,2830.975400000001
SHP100629,New York,Los Angeles,2418.0,2318.0,LTL,DHL Express,11,0.16,0,3816.22,3865.7138999999943
SHP100630,Atlanta,Houston,1870.0,1025.0,LTL,UPS,6,0.24,0,3047.54,3022.782799999999
SHP100631,Los Angeles,New York,2542.0,7655.0,LTL,FedEx,8,0.43,0,4546.68,4517.503899999995
SHP100632,Atlanta,Miami,1722.0,7263.0,LTL,UPS,8,0.31,0,3310.65,3307.6108000000036
SHP100633,Los Angeles,Miami,2107.0,10055.0,LTL,FedEx,11,0.23,0,4001.65,4026.7317000000044
SHP100634,Los Angeles,Atlanta,2454.0,11505.0,LTL,FedEx,9,0.27,1,5002.14,4945.9034000000065
SHP100635,New York,Los Angeles,2512.0,9785.0,Truckload,DHL Express,8,0.33,0,6486.78,6269.168200000002
SHP100636,Houston,Miami,1498.0,2885.0,LTL,USPS,13,0.35,0,2628.11,2803.238600000001
SHP100637,Chicago,Houston,1808.0,2788.0,LTL,USPS,11,0.2,0,2891.82,2933.362000000003
SHP100638,New York,Chicago,1901.0,9599.0,Truckload,DHL Express,2,0.44,0,5194.12,5195.271999999997
SHP100639,New York,Chicago,1979.0,4184.0,LTL,UPS,12,0.31,0,3415.19,3385.142100000001
SHP100640,Houston,Chicago,1882.0,9558.0,Air Freight,USPS,10,0.19,1,8746.93,8612.296000000011
SHP100641,Chicago,Los Angeles,2222.0,6883.0,Truckload,DHL Express,12,0.42,1,5984.93,5957.098900000001
SHP100642,Atlanta,Houston,1955.0,8403.0,LTL,DHL Express,11,0.17,0,3579.55,3548.9253999999955
SHP100643,Miami,Atlanta,1540.0,1959.0,Truckload,USPS,1,0.42,0,3641.23,3781.6135
SHP100644,Miami,Los Angeles,1935.0,9369.0,LTL,UPS,10,0.45,0,4001.16,3850.021399999999
SHP100645,Atlanta,Los Angeles,2243.0,14546.0,Truckload,DHL Express,2,0.36,0,6573.34,6517.391400000001
SHP100646,New York,Los Angeles,2364.0,12112.0,LTL,FedEx,2,0.38,0,4611.75,4613.5833999999995
SHP100647,Chicago,New York,2079.0,9900.0,Air Freight,UPS,12,0.25,0,8679.8,8667.535200000006
SHP100648,New York,Los Angeles,2460.0,11367.0,LTL,UPS,3,0.43,0,4723.82,4751.603000000002
SHP100649,Los Angeles,Atlanta,2443.0,2013.0,Truckload,USPS,10,0.31,0,5454.85,5453.099600000003
SHP100650,New York,Atlanta,1969.0,5203.0,Truckload,USPS,7,0.37,0,4886.97,4821.257899999998
SHP100651,New York,Miami,1796.0,10531.0,LTL,FedEx,2,0.43,1,4070.99,4030.496399999996
SHP100652,Atlanta,Miami,1559.0,1016.0,LTL,DHL Express,1,0.44,0,2546.44,2674.3562000000006
SHP100653,Atlanta,Houston,1976.0,939.0,Truckload,USPS,6,0.4,0,4383.04,4414.365399999994
SHP100654,Atlanta,Houston,1905.0,7470.0,Air Freight,USPS,9,0.24,0,8999.8,8401.735200000006
SHP100655,Miami,Houston,1681.0,3111.0,LTL,UPS,3,0.44,0,2885.6,2888.315200000001
SHP100656,Los Angeles,New York,2570.0,6511.0,Truckload,USPS,6,0.34,0,6209.3,6000.383799999999
SHP100657,Atlanta,Houston,1876.0,6216.0,Air Freight,USPS,3,0.43,0,7582.6,7621.976099999992
SHP100658,Chicago,Houston,1796.0,11871.0,Air Freight,USPS,13,0.35,1,8964.87,8891.833399999998
SHP100659,Miami,Chicago,1699.0,7017.0,LTL,USPS,1,0.24,0,3137.91,3165.3158999999996
SHP100660,Houston,Atlanta,1935.0,11431.0,Truckload,UPS,13,0.26,0,5223.2,5396.405999999996
SHP100661,Chicago,New York,1935.0,10990.0,LTL,FedEx,12,0.32,0,3809.58,3826.7103
SHP100662,Chicago,Los Angeles,2325.0,9908.0,Air Freight,FedEx,5,0.39,0,9638.99,9243.954400000004
SHP100663,Atlanta,Chicago,1933.0,11308.0,LTL,DHL Express,10,0.25,0,3892.45,3927.7410000000036
SHP100664,Houston,New York,1982.0,8151.0,LTL,USPS,13,0.32,1,4097.34,4056.4254000000055
SHP100665,Houston,Los Angeles,2276.0,7429.0,Truckload,UPS,11,0.25,0,5716.23,5654.412899999995
SHP100666,Miami,New York,1748.0,9683.0,LTL,DHL Express,4,0.39,0,3577.84,3557.8603000000016
SHP100667,Houston,New York,1970.0,7330.0,Air Freight,DHL Express,7,0.29,0,8019.95,8051.1796999999915
SHP100668,Los Angeles,Miami,1935.0,7470.0,Air Freight,FedEx,6,0.17,0,7129.47,7956.373199999999
SHP100669,Atlanta,Houston,1925.0,4273.0,Truckload,UPS,10,0.2,1,5073.77,5039.538200000003
SHP100670,Houston,Atlanta,1926.0,11165.0,LTL,UPS,7,0.17,1,4224.18,4156.957099999999
SHP100671,Miami,Los Angeles,2098.0,12495.0,Truckload,UPS,5,0.3,0,5950.32,5972.083299999996
SHP100672,Los Angeles,Houston,2300.0,12098.0,LTL,FedEx,4,0.18,0,4454.93,4512.616299999997
SHP100673,New York,Atlanta,1941.0,9068.0,LTL,FedEx,7,0.18,0,3709.11,3726.180499999994
SHP100674,New York,Miami,1672.0,14228.0,Air Freight,FedEx,7,0.43,0,8278.43,8117.146500000007
SHP100675,Los Angeles,Atlanta,2238.0,4657.0,LTL,FedEx,6,0.41,1,4131.23,4056.0983999999967
SHP100676,Miami,Atlanta,1935.0,4035.0,LTL,FedEx,8,0.29,0,3012.42,3138.3581000000017
SHP100677,Los Angeles,Houston,2221.0,10334.0,Air Freight,USPS,4,0.45,0,9390.26,9077.936999999994
SHP100678,Atlanta,Chicago,1806.0,3229.0,LTL,USPS,10,0.15,0,3099.21,3002.5743000000007
SHP100679,Atlanta,Los Angeles,2250.0,14604.0,LTL,UPS,5,0.33,1,4898.67,4708.7956
SHP100680,New York,Houston,1979.0,4588.0,Air Freight,DHL Express,4,0.33,0,7526.64,7606.921600000005
SHP100681,Houston,New York,1886.0,12143.0,LTL,UPS,12,0.29,0,3855.61,3875.7636999999945
SHP100682,Miami,New York,1782.0,2412.0,Truckload,DHL Express,1,0.27,0,4217.39,4182.613900000006
SHP100683,New York,Los Angeles,2537.0,2274.0,Air Freight,FedEx,12,0.29,1,9606.83,9302.426299999988
SHP100684,Houston,New York,2025.0,6421.0,Air Freight,DHL Express,8,0.27,0,7964.62,8050.217699999996
SHP100685,Houston,Miami,1513.0,1776.0,Truckload,UPS,1,0.37,0,3526.18,3580.3085999999957
SHP100686,Atlanta,Houston,1828.0,10248.0,LTL,UPS,5,0.19,0,3581.38,3598.3506000000025
SHP100687,Chicago,New York,1999.0,5841.0,LTL,DHL Express,6,0.21,0,3542.34,3431.4821999999986
SHP100688,Chicago,Houston,1829.0,8123.0,Air Freight,USPS,6,0.2,0,7554.77,7710.962200000008
SHP100689,Los Angeles,Miami,2108.0,8508.0,Air Freight,FedEx,13,0.23,1,9256.19,9461.432199999992
SHP100690,Atlanta,Chicago,1935.0,7063.0,Truckload,FedEx,5,0.31,0,5086.68,4912.142199999995
SHP100691,Houston,Miami,1547.0,887.0,LTL,UPS,3,0.18,0,2440.91,2515.3893000000016
SHP100692,Miami,Atlanta,1663.0,4634.0,LTL,USPS,5,0.41,0,3061.31,2925.785
SHP100693,Chicago,Houston,1758.0,7470.0,LTL,DHL Express,12,0.24,0,3785.3,3607.8518999999965
SHP100694,Houston,Atlanta,1892.0,7470.0,Truckload,FedEx,8,0.2,1,4552.48,4842.167699999994
SHP100695,Chicago,Los Angeles,2449.0,11603.0,LTL,USPS,2,0.35,0,4647.33,4649.616500000005
SHP100696,Chicago,Atlanta,1975.0,13333.0,Air Freight,FedEx,6,0.16,0,8878.4,8918.27800000001
SHP100697,Chicago,Houston,1872.0,406.0,Truckload,USPS,9,0.34,0,4052.62,4362.397100000002
SHP100698,Miami,Los Angeles,2029.0,12057.0,LTL,USPS,8,0.36,0,4123.1,4045.1433999999963
SHP100699,Atlanta,Los Angeles,2304.0,7470.0,Truckload,UPS,11,0.21,0,5870.95,5766.4929
SHP100700,Miami,Chicago,1531.0,10215.0,LTL,FedEx,8,0.16,0,3199.89,3221.523400000005
SHP100701,New York,Atlanta,2082.0,14589.0,Truckload,DHL Express,8,0.26,0,6018.72,5956.317499999991
SHP100702,Houston,Atlanta,1772.0,4697.0,Truckload,UPS,13,0.18,0,4328.53,4297.161400000008
SHP100703,Atlanta,Miami,1697.0,10052.0,Air Freight,UPS,7,0.18,0,7489.8,7578.801500000004
SHP100704,Atlanta,Miami,1563.0,4468.0,Air Freight,DHL Express,8,0.23,0,6116.09,6137.127800000003
SHP100705,Atlanta,Miami,1666.0,10883.0,LTL,UPS,13,0.24,1,3765.16,3720.4890999999957
SHP100706,Atlanta,Los Angeles,2401.0,10470.0,LTL,USPS,6,0.31,0,4443.83,4507.000200000003
SHP100707,Miami,Houston,1649.0,6692.0,Truckload,USPS,2,0.35,0,4339.09,4315.920700000008
SHP100708,Atlanta,Los Angeles,2273.0,3441.0,LTL,FedEx,2,0.33,0,3820.68,3795.6611999999964
SHP100709,Los Angeles,Chicago,2452.0,12420.0,LTL,FedEx,8,0.19,0,4714.95,4741.5643000000055
SHP100710,Houston,Miami,1491.0,10592.0,LTL,DHL Express,11,0.2,0,3191.56,3228.828499999999
SHP100711,Atlanta,Los Angeles,2361.0,4407.0,Truckload,FedEx,1,0.41,0,5618.82,5634.4145
SHP100712,Houston,Los Angeles,2424.0,4929.0,LTL,USPS,6,0.32,0,4099.55,4091.312899999994
SHP100713,Los Angeles,Chicago,2275.0,7470.0,Truckload,DHL Express,13,0.41,1,5865.71,5822.7105999999985
SHP100714,Los Angeles,New York,2495.0,7470.0,Air Freight,DHL Express,6,0.26,0,10657.46,9391.048200000001
SHP100715,Houston,Atlanta,1760.0,7470.0,LTL,FedEx,11,0.33,0,2934.89,3106.369800000006
SHP100716,Chicago,Los Angeles,2324.0,13281.0,LTL,USPS,4,0.31,0,4712.17,4623.293
SHP100717,New York,Miami,1841.0,10972.0,LTL,DHL Express,12,0.25,0,3718.12,3729.9779999999973
SHP100718,Chicago,Houston,1755.0,9560.0,Air Freight,USPS,11,0.29,0,7686.73,7749.5646999999935
SHP100719,Chicago,New York,1878.0,9777.0,LTL,USPS,13,0.3,0,3677.15,3697.294000000003
SHP100720,Miami,Chicago,1684.0,4834.0,LTL,USPS,11,0.21,0,2933.51,2913.5036000000027
SHP100721,Chicago,Atlanta,1979.0,7470.0,LTL,FedEx,13,0.24,1,4212.62,4019.6625000000017
SHP100722,Atlanta,New York,1927.0,10014.0,Truckload,UPS,10,0.39,0,5293.21,5319.312500000004
SHP100723,Miami,Houston,1514.0,11451.0,LTL,UPS,3,0.42,0,3288.12,3283.2590999999975
SHP100724,Miami,Los Angeles,2017.0,13176.0,Truckload,DHL Express,13,0.26,1,6234.72,6122.756999999991
SHP100725,Los Angeles,Atlanta,2274.0,927.0,Air Freight,USPS,11,0.24,0,7722.55,7859.608000000003
SHP100726,Chicago,New York,2030.0,2920.0,LTL,FedEx,3,0.21,0,3426.35,3381.561599999998
SHP100727,Los Angeles,Chicago,2276.0,11442.0,Air Freight,USPS,13,0.35,1,10291.6,10147.372499999987
SHP100728,Houston,Miami,1735.0,12386.0,LTL,USPS,13,0.25,0,3695.89,3700.6645000000044
SHP100729,New York,Miami,1699.0,11989.0,Air Freight,FedEx,1,0.45,1,8774.72,8617.089199999988
SHP100730,Miami,Los Angeles,2115.0,11078.0,Truckload,UPS,3,0.25,0,5731.44,5869.076799999997
SHP100731,Houston,New York,1986.0,342.0,Air Freight,USPS,4,0.27,0,6853.43,7150.649700000004
SHP100732,Houston,Atlanta,1767.0,9893.0,LTL,USPS,11,0.33,1,3897.53,3839.864600000005
SHP100733,Atlanta,Los Angeles,2296.0,12873.0,LTL,UPS,11,0.39,0,4588.49,4587.9861999999985
SHP100734,New York,Miami,1758.0,12648.0,LTL,FedEx,5,0.29,0,3779.97,3776.535699999996
SHP100735,Houston,Atlanta,1978.0,8778.0,LTL,DHL Express,3,0.28,0,3854.03,3838.4058000000055
SHP100736,Houston,Miami,1554.0,14264.0,LTL,UPS,6,0.45,1,3979.56,3879.1863999999982
SHP100737,New York,Atlanta,1935.0,2736.0,LTL,DHL Express,11,0.15,1,3583.94,3417.6127000000024
SHP100738,New York,Los Angeles,2356.0,283.0,LTL,DHL Express,12,0.42,0,3628.27,3683.1405000000022
SHP100739,Houston,Los Angeles,2315.0,13570.0,LTL,UPS,5,0.19,0,4661.31,4645.818899999998
